student_id,skills,domain,age,govt_project,freelancer,project_impact,is_fresher,github,state,rural,female,profile_text
S00482,"business analysis, spring, ux",Backend Development,18,0,0,0.4024911130561522,0,,Rajasthan,0,1,"business analysis, spring, ux Backend Development project_impact:0.4024911130561522"
S00483,"sql, powerbi",Data Science,27,0,0,0.5354351992521896,0,,Uttar Pradesh,1,0,"sql, powerbi Data Science project_impact:0.5354351992521896"
S00484,"sql, nlp, java, nodejs, spring",DevOps,28,0,0,0.8563278538848892,0,https://github.com/user_484,Karnataka,0,0,"sql, nlp, java, nodejs, spring DevOps project_impact:0.8563278538848892"
S00485,"html, python, fastapi",Backend Development,26,0,0,0.4897350881896976,0,,Karnataka,0,1,"html, python, fastapi Backend Development project_impact:0.4897350881896976"
S00486,"docker, sales, business analysis, nlp",Backend Development,26,0,0,0.5034713418182678,1,,Gujarat,1,0,"docker, sales, business analysis, nlp Backend Development project_impact:0.5034713418182678"
S00487,"fastapi, excel",Backend Development,31,0,0,0.36027489591159506,1,https://github.com/user_487,Tamil Nadu,1,1,"fastapi, excel Backend Development project_impact:0.36027489591159506"
S00488,"react, kubernetes, nlp",Finance,18,0,0,0.2722699638721551,1,,Tamil Nadu,1,1,"react, kubernetes, nlp Finance project_impact:0.2722699638721551"
S00489,"sql, ios, excel, marketing, ux",Product,31,0,0,0.2279368247725545,0,https://github.com/user_489,West Bengal,1,0,"sql, ios, excel, marketing, ux Product project_impact:0.2279368247725545"
S00490,"sql, tableau",Product,18,0,0,0.09408781467233042,0,,Rajasthan,0,1,"sql, tableau Product project_impact:0.09408781467233042"
S00491,"python, computer vision",Finance,30,0,0,0.04243152899798797,1,https://github.com/user_491,Kerala,1,1,"python, computer vision Finance project_impact:0.04243152899798797"
S00492,"sales, android, flask",Mobile,23,0,0,0.23804958759392778,0,,West Bengal,1,0,"sales, android, flask Mobile project_impact:0.23804958759392778"
S00493,"css, excel",DevOps,23,0,0,0.10353352947562092,0,https://github.com/user_493,Gujarat,0,1,"css, excel DevOps project_impact:0.10353352947562092"
S00494,"nlp, kubernetes, sales",DevOps,22,0,0,0.23497495273647467,1,,Karnataka,0,0,"nlp, kubernetes, sales DevOps project_impact:0.23497495273647467"
S00495,"c++, css",Finance,18,0,0,0.3008348871137019,0,https://github.com/user_495,Telangana,0,0,"c++, css Finance project_impact:0.3008348871137019"
S00496,"ios, excel, figma",Product,31,0,1,0.4745508373743649,1,,Karnataka,1,0,"ios, excel, figma Product project_impact:0.4745508373743649"
S00497,"business analysis, nlp, fastapi, powerbi, excel",Frontend Design,27,0,0,0.5962883853538599,1,,Karnataka,1,0,"business analysis, nlp, fastapi, powerbi, excel Frontend Design project_impact:0.5962883853538599"
S00498,"deep learning, tableau",Mobile,31,0,0,0.08668862380617595,1,https://github.com/user_498,Gujarat,1,1,"deep learning, tableau Mobile project_impact:0.08668862380617595"
S00499,"spring, c++, nlp, business analysis, gcp",Backend Development,19,0,1,0.13256302693931019,1,https://github.com/user_499,Punjab,0,0,"spring, c++, nlp, business analysis, gcp Backend Development project_impact:0.13256302693931019"
S00500,"figma, business analysis, kubernetes",Product,31,0,0,0.2313667643878859,1,https://github.com/user_500,Punjab,1,0,"figma, business analysis, kubernetes Product project_impact:0.2313667643878859"
